ts,equity,mode,bias,active_bias,reason,price,adx15,ema9,ema21,rsi5,atr5,vol,vol_sma,don_hi,don_lo,vol_regime,atr_pct15,atrp_low,atrp_high
2026-03-06T10:30:05.821316+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.069628,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:30:16.366946+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.069628,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:30:27.229852+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.069628,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:30:37.948377+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.069628,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:30:48.829110+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.041325,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:30:59.544582+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.041325,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:31:10.264044+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:31:21.289196+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:31:31.850494+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.069628,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:31:42.718097+00:00,4673.01,TREND,SHORT,SHORT,no_setup_short,2065.15,31.069628,2061.710461,2063.764733,50.134446,3.450527,140562.095,193456.70075,,,NORMAL,0.003665,0.002985,0.006368
2026-03-06T10:31:53.416536+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:03.965808+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:15.002363+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:25.538006+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:36.075529+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:46.951992+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:32:57.818600+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
2026-03-06T10:33:08.358784+00:00,4673.01,TREND,SHORT,SHORT,rsi_high_short,2067.42,31.041325,2062.852369,2064.097011,53.977143,3.394854,289395.363,202623.4104,,,NORMAL,0.003561,0.002981,0.006359
